0.000000 0.000000 141.096802 0.000000 0.000000 0.000000 0.000000 0.000000 203.508957 0.000000 0.000000 
0.000000 0.000000 0.000000 159.390472 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
141.096802 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 273.029663 288.211853 
0.000000 159.390472 0.000000 0.000000 0.000000 0.000000 125.486359 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 211.645615 195.867355 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 211.645615 0.000000 0.000000 275.186035 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 125.486359 195.867355 0.000000 0.000000 0.000000 0.000000 0.000000 250.299713 
0.000000 0.000000 0.000000 0.000000 0.000000 275.186035 0.000000 0.000000 0.000000 0.000000 0.000000 
203.508957 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 273.029663 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 288.211853 0.000000 0.000000 0.000000 250.299713 0.000000 0.000000 0.000000 0.000000 
